id,name,name_local,type,closed_year,continent,country,city,address,latitude,longitude,phone,services
store-lego-store-cc-le-gru,LEGO® Store CC Le Gru,,official,,Europe,Italy,Turin,"Via Crea 10, Torino 10095, Italy",45.06805,7.57762,+39 011 703076,bam;pab
store-lego-store-torino-via-roma,LEGO® Store Torino Via Roma,,official,,Europe,Italy,Turin,"Via Roma 367, Torino 10123, Italy",45.06776,7.68249,+39 011 562 1895,bam;pab
store-lego-store-cc-adigeo,LEGO® Store CC Adigeo,,official,,Europe,Italy,Verona,"Via delle Nazioni 1, Verona 37135, Italy",45.4385,10.99241,+39 045 582585,bam;pab
store-lego-store-verona,LEGO® Store Verona,,official,,Europe,Italy,Verona,,45.4385,10.99241,,bam;pab
store-lego-store-ami,LEGO® Store Ami,,official,,Asia,Japan,Ami,"阿見町よしわら4-1-1 あみプレミアムアウトレット内900区, 茨城県稲敷郡 300-1161, Japan",36.03079,140.2136,029-875-6605,bam;pab
store-lego-store-ebina,LEGO® Store Ebina,,official,,Asia,Japan,Ebina,"扇町13－1 三井ショッピングパーク ららぽーと海老名3F, 神奈川県海老名市 243-0436, Japan",35.44641,139.39064,046-204-5305,bam;pab
store-lego-store-fujimi,LEGO® Store Fujimi,,official,,Asia,Japan,Fujimi,,35.85655,139.54907,,bam;pab
store-lego-store-lalaport-fukuoka,LEGO® Store Lalaport Fukuoka,,official,,Asia,Japan,Fukuoka,"博多区那珂6-23-1 ららぽーと福岡 1階, 福岡県福岡市 812-8627, Japan",33.5899,130.40175,092-558-0550,bam;pab
store-lego-store-gotemba,LEGO® Store Gotemba,,official,,Asia,Japan,Gotemba,"深沢1312 御殿場プレミアム・アウトレット3765, 静岡県御殿場市 412-0023, Japan",35.30875,138.93491,0550-70-1505,bam;pab
store-lego-store-minami-osawa,LEGO® Store Minami-Osawa,,official,,Asia,Japan,Hachioji,"南大沢1-600 三井アウトレットパーク多摩南大沢119, 東京都八王子市 192-0364, Japan",35.66636,139.31637,042-682-5560,bam;pab
store-lego-store-iruma,LEGO® Store Iruma,,official,,Asia,Japan,Iruma,"宮寺3169番 三井アウトレットパーク入間 A-1920, 埼玉県入間市 358-0014, Japan",35.83581,139.39093,042-936-7205,bam;pab
store-lego-store-rinku,LEGO® Store Rinku,,official,,Asia,Japan,Izumisano,"りんくう往来南3-28 りんくうプレミアム・アウトレット 2F 2635番, 大阪府泉佐野市 598-8508, Japan",34.39463,135.32272,072-458-4676,bam;pab
store-lego-store-karuizawa,LEGO® Store Karuizawa,,official,,Asia,Japan,Karuizawa,"軽井沢町軽井沢 軽井沢プリンスショッピングプラザ ニューイースト NE-33, 長野県北佐久郡 389-0102, Japan",36.34829,138.597,0267-41-2305,bam;pab
store-lego-store-musashikosugi,LEGO® Store Musashikosugi,,official,,Asia,Japan,Kawasaki,"中原区新丸子東3丁目1135番地1号 グランツリー武蔵小杉 4階, 神奈川県川崎市 211-0004, Japan",35.53066,139.70377,044-920-8505,bam;pab
store-lego-store-kisarazu,LEGO® Store Kisarazu,,official,,Asia,Japan,Kisarazu,"金田東3-1-1三井アウトレットパーク木更津 21300, 千葉県木更津市 292-0009, Japan",35.38108,139.92473,0438-53-8270,bam;pab
store-lego-store-sapporo-kitahiroshima,LEGO® Store Sapporo Kitahiroshima,,official,,Asia,Japan,Kitahiroshima,"大曲幸町3-7-6 三井アウトレットパーク札幌北広島内2190区画, 北海道北広島市 061-1278, Japan",42.98539,141.56295,011-377-1805,bam;pab
store-lego-store-mitsui-outlet-park-marinpia-kobe,LEGO Store Mitsui Outlet Park Marinpia Kobe,,official,,Asia,Japan,Kobe,"海岸通12-2 1F (三井アウトレットパーク マリンピア神戸), 神戸市垂水区, 兵庫県 655-0036, Japan",34.69324,135.19438,078-754-8705,
store-lego-store-kobe-sanda,LEGO® Store Kobe Sanda,,official,,Asia,Japan,Kobe,"上津台7-3 神戸三田プレミアム・アウトレット 930, 兵庫県神戸市 651-1515, Japan",34.85954,135.19177,078-986-0745,bam;pab
store-lego-store-koshigaya-laketown-mori,LEGO® Store Koshigaya Laketown Mori,,official,,Asia,Japan,Koshigaya,"レイクタウン3-1‐1 イオンレイクタウンmori 3F, 埼玉県越谷市 343-0828, Japan",35.89129,139.79151,048-940-0205,bam;pab
store-lego-store-kurashiki,LEGO® Store Kurashiki,,official,,Asia,Japan,Kurashiki,"寿町12-1 三井アウトレットパーク倉敷2640区画, 岡山県倉敷市 710-0813, Japan",34.58508,133.772,086-441-6605,bam;pab
store-lego-store-nagashima,LEGO® Store Nagashima,,official,,Asia,Japan,Kuwana,"長島町浦安368 三井アウトレットパーク ジャズドリーム長島 2540, 三重県桑名市 511-1135, Japan",35.06661,136.6843,0594-45-8285,bam;pab
store-lego-store-mozo-wonder-city,LEGO® Store mozo Wonder City,,official,,Asia,Japan,Nagoya,,35.1851,136.89984,,bam;pab
store-lego-store-nagoya-minato-aqursu,LEGO® Store Nagoya Minato Aqursu,,official,,Asia,Japan,Nagoya,"港区港明2-3-2 ららぽーと名古屋みなとアクルス 3F, 愛知県名古屋市 455-0018, Japan",35.1851,136.89984,052-655-6605,bam;pab
store-legoland-japan,LEGOLAND Japan,,official,,Asia,Japan,Nagoya,,35.1851,136.89984,,bam;pab
store-lego-store-narita-airport,LEGO® Store Narita Airport,,official,,Asia,Japan,Narita,"三里塚御料牧場1‐1 成田空港第1ターミナル中央ビル新館4F, 千葉県成田市 282-0011, Japan",35.77677,140.31834,0476-32-5205,
store-lego-store-okazaki,LEGO® Store Okazaki,,official,,Asia,Japan,Okazaki,"戸崎町字外山38-5 イオンモール岡崎 3階, 愛知県岡崎市 444-0840, Japan",34.95488,137.17282,0564-64-0705,bam;pab
store-lego-store-shinsaibashi,LEGO® Store Shinsaibashi,,official,,Asia,Japan,Osaka,"中央区心斎橋筋１丁目８-３ 心斎橋PARCO6F, 大阪府大阪市 542-0085, Japan",34.69376,135.50145,06-6243-8505,bam;pab
store-lego-store-umeda,LEGO® Store Umeda,,official,,Asia,Japan,Osaka,"北区芝田１‐１‐3 阪急三番街 1階, 大阪府大阪市 530-0012, Japan",34.69376,135.50145,06-6374-2305,bam;pab
store-legoland-discovery-centre-osaka,LEGOLAND Discovery Centre Osaka,,official,,Asia,Japan,Osaka,,34.69376,135.50145,,
store-lego-store-hokuriku-oyabe,LEGO® Store Hokuriku Oyabe,,official,,Asia,Japan,Oyabe,"西中野972-1 三井アウトレットパーク北陸小矢部 2013区画, 富山県小矢部市 932-0035, Japan",36.67559,136.86886,076-678-3277,bam;pab
store-lego-store-shiga-ryuo,LEGO® Store Shiga Ryuo,,official,,Asia,Japan,Ryuo,"竜王町薬師砂山1178-694 三井アウトレットパーク滋賀竜王 253-03, 滋賀県蒲生郡 520-2551, Japan",35.05823,136.11832,0748-58-1705,bam;pab
store-lego-store-saitama-shintoshin,LEGO® Store Saitama Shintoshin,,official,,Asia,Japan,Saitama,"大宮区吉敷町4-263-1 コクーンⅡ 3F 333区画, 埼玉県さいたま市 330-0843, Japan",35.86161,139.64557,0487-88-1230,bam;pab
store-lego-store-sano,LEGO® Store Sano,,official,,Asia,Japan,Sano,"越名町2058番地 佐野プレミアム・アウトレット 640, 栃木県佐野市 327-8533, Japan",36.31441,139.57843,0283-27-3005,bam;pab
store-lego-store-sendai-port,LEGO® Store Sendai Port,,official,,Asia,Japan,Sendai,"宮城野区中野3-7-2 三井アウトレットパーク仙台港2440, 宮城県仙台市 983-0013, Japan",38.26776,140.86915,022-355-8005,bam;pab
store-lego-store-shisui,LEGO® Store Shisui,,official,,Asia,Japan,Shisui,"酒々井町飯積2-4-1 酒々井プレミアム・アウトレット 230, 千葉県印旛郡 285-8509, Japan",35.72371,140.26996,043-308-8779,bam;pab
store-lego-store-expocity,LEGO® Store Expocity,,official,,Asia,Japan,Suita,"千里万博公園2-1 三井ショッピングパークららぽーとEXPOCITY 3階 30300, 大阪府吹田市 565-0826, Japan",34.75942,135.51683,06-4864-8305,bam;pab
store-lego-store-tachikawa-tachihi,LEGO® Store Tachikawa Tachihi,,official,,Asia,Japan,Tachikawa,"泉町935－1 三井ショッピングパーク ららぽーと立川立飛3F, 東京都立川市 190-0015, Japan",35.71391,139.40777,042-512-7905,bam;pab
store-lego-store-toki,LEGO® Store Toki,,official,,Asia,Japan,Toki,"土岐が丘1-2 土岐プレミアム・アウトレット 845区, 岐阜県土岐市 509-5196, Japan",35.35249,137.18262,v,bam;pab
store-lego-store-ariake-garden,LEGO® Store Ariake Garden,,official,,Asia,Japan,Tokyo,"江東区有明2-1-8 有明ガーデン３F 335, 東京都 135-0063, Japan",35.67686,139.76389,03-5962-4705,bam;pab
store-lego-store-divercity-tokyo-plaza,LEGO® Store DiverCity Tokyo Plaza,,official,,Asia,Japan,Tokyo,"江東区青海1-1-10 ダイバーシティ東京 プラザ 5F 51901, 東京都 135-0064, Japan",35.67686,139.76389,03-5962-4405,bam;pab
store-lego-store-futako-tamagawa,LEGO® Store Futako Tamagawa,,official,,Asia,Japan,Tokyo,"世田谷区玉川2-21-1 二子玉川ライズS.C. タウンフロント6F, 東京都 158-0094, Japan",35.67686,139.76389,03-6431-0405,bam;pab
store-lego-store-roppongi-hills,LEGO® Store Roppongi Hills,,official,,Asia,Japan,Tokyo,"港区六本木6-10-1 六本木ヒルズ ヒルサイド B2F, 東京都 106-6108, Japan",35.67686,139.76389,03-5785-1705,bam;pab
store-lego-store-tokyo-station,LEGO® Store Tokyo Station,,official,,Asia,Japan,Tokyo,"千代田区丸の内1-9-1 東京駅一番街 地下一階, 東京都 100-0005, Japan",35.67686,139.76389,03-3215-0105,bam;pab
store-legoland-discovery-center-tokyo,LEGOLAND Discovery Center Tokyo,,official,,Asia,Japan,Tokyo,,35.67686,139.76389,,
store-lego-store-tosu,LEGO® Store Tosu,,official,,Asia,Japan,Tosu,"弥生が丘8-1 鳥栖プレミアム・アウトレット320区, 佐賀県鳥栖市 842-0005, Japan",33.37785,130.5062,0942-87-5205,bam;pab
store-lego-store-okinawa-parco-city,LEGO® Store Okinawa Parco City,,official,,Asia,Japan,Urasoe (Okinawa),"西洲3-1-1 パルコシティ3F 3057, 沖縄県浦添市 901-2123, Japan",26.24964,127.68844,098-917 -1505,bam;pab
store-lego-store-yokohama-bayside,LEGO® Store Yokohama Bayside,,official,,Asia,Japan,Yokohama,"金沢区白帆5－2 三井アウトレットパーク 横浜ベイサイド 10530, 神奈川県横浜市 236-0007, Japan",35.45034,139.63438,045-374-3405,bam;pab
store-lego-store-yokohama-landmark-plaza,LEGO® Store Yokohama Landmark Plaza,,official,,Asia,Japan,Yokohama,"西区みなとみらい2-2-1 横浜ランドマークプラザ2F, 神奈川県横浜市 220-0012, Japan",35.45034,139.63438,045-670-0505,bam;pab
store-lego-certified-store-almaty,LEGO® Certified Store Almaty,,official,,Asia,Kazakhstan,Almaty,"MEGA Alma-Ata, Rozybakiev Street 247A / Abish Kekilbayuly Street 264, Almaty, Kazakhstan",43.2025,76.8921,,
store-lego-certified-store-360-mall,LEGO® Certified Store 360 Mall,,official,,Asia,Kuwait,Kuwait City,"360 Mall, M2 Level, Sixth Ring Road, South Surra, Al Zahra / Kuwait, Kuwait",29.37965,47.97342,,
store-lego-store-avenues-mall,LEGO® Store Avenues Mall,,official,,Asia,Kuwait,Kuwait City,"Al-Rai, 5th Ring Road, Kuwait City, Kuwait",29.37965,47.97342,+965 2259 7410,bam;pab
store-lego-store-the-venetian-macao,LEGO Store The Venetian Macao,,official,,Asia,Macau,Macau,"澳門威尼斯人購物中心大運河街872及874號店, 澳門, Macau",22.18994,113.53805,+853 28330360,bam;pab
store-lego-mono-brand-store-bricks-smart-bandar-mahkota-cheras,LEGO® Mono Brand Store Bricks Smart (Bandar Mahkota Cheras),,official,,Asia,Malaysia,Cheras,"7, Jalan Temenggung 25/9, Bandar Mahkota Cheras, Cheras, Selangor 43200, Malaysia",3.09919,101.73742,016-3333913,
store-lego-store-gurney-paragon-penang,LEGO® Store Gurney Paragon Penang,,official,,Asia,Malaysia,George Town,"Lot 163D-3-31A, Level 3, Gurney Paragon Mall, Persiaran Gurney, Penang, Kuala Lumpur 10250, Malaysia",5.41416,100.32874,(04) 371 7619,bam;pab
store-lego-store-queensbay-mall-penang,LEGO® Store Queensbay Mall Penang,,official,,Asia,Malaysia,George Town,"Lot 2F-97 & 98, 2nd Floor, Queensbay Mall, 100, Pesiaran Bayan Indah Bayan Lepas, Penang, Kuala Lumpur 11900, Malaysia",5.41416,100.32874,(04) 643 6102,bam;pab
store-legoland-malaysia,LEGOLAND Malaysia,,official,,Asia,Malaysia,Iskandar Puteri,,1.45227,103.61447,,bam;pab
store-lego-store-the-mall-mid-valley-southkey,"LEGO® Store The Mall, Mid Valley Southkey",,official,,Asia,Malaysia,Johor Bahru,"G-055, The Mall, Mid Valley Southkey, Persiaran Southkey 1, Southkey, 80150 Johor Bahru, Johor, Kuala Lumpur 80150, Malaysia",1.4582,103.76491,+607-278 0667,bam;pab
store-lego-store-imago-mall-sabah,LEGO® Store iMAGO Mall Sabah,,official,,Asia,Malaysia,Kota Kinabalu,"Lot 2-16, 2nd Floor,IMAGO SHOPPING MALL, KK Times Square, Phase 2 , Off Coastal Highway, Kota Kinabalu,Sabah, Kuala Lumpur 88100, Malaysia",5.97801,116.0729,(08) 8301730,bam;pab
store-lego-store-kuala-lumpur-kul-klia1d,LEGO Store Kuala Lumpur KUL-KLIA1D,,official,,Asia,Malaysia,Kuala Lumpur,"Kuala Lumpur International Airport, Sepang 64000, Malaysia",3.1517,101.69424,,
store-lego-certified-store-the-gardens-mall,LEGO® Certified Store The Gardens Mall,,official,,Asia,Malaysia,Kuala Lumpur,"Lot T-203B, 3rd Floor, The Gardens Mall, Mid Valley City, Kuala Lumpur 59200, Malaysia",3.1517,101.69424,,
store-lego-store-bangsar-village-ii,LEGO® Store Bangsar Village II,,official,,Asia,Malaysia,Kuala Lumpur,"2F-29&29(a), 2nd Floor, Bangsar Village II 2, Jalan Telawi 1 Bangsar, Kuala Lumpur 59100, Malaysia",3.1517,101.69424,(03) 2282 4848,bam;pab
store-lego-store-mid-valley-megamall,LEGO® Store Mid Valley Megamall,,official,,Asia,Malaysia,Kuala Lumpur,"T-009, 3rd Floor, Mid Valley Megamall Mid Valley City Lingkaran Syed Putra 59200 Kuala Lumpur, Kuala Lumpur 80150, Malaysia",3.1517,101.69424,03-2201 0885,bam;pab
store-lego-store-pavilion-elite-kuala-lumpur,LEGO® Store Pavilion Elite Kuala Lumpur,,official,,Asia,Malaysia,Kuala Lumpur,"Lot 6.102, Level 6 Pavilion Elite Kuala Lumpur 168, Jalan Bukit Bintang, Wilayah Persekutuan, Kuala Lumpur 55100, Malaysia",3.1517,101.69424,(03) 2110 3377,bam;pab
store-lego-store-sunway-velocity-mall,LEGO® Store Sunway VeloCity Mall,,official,,Asia,Malaysia,Kuala Lumpur,"1-19, First Floor Lingkaran SV2 Sunway Velocity, Kuala Lumpur 55100, Malaysia",3.1517,101.69424,603-48165108,bam;pab
store-lego-store-suria-klcc,LEGO® Store Suria KLCC,,official,,Asia,Malaysia,Kuala Lumpur,"Lot 216-217, Second Flr, Suria KLCC , Kuala Lumpur City Centre, Kuala Lumpur 50088, Malaysia",3.1517,101.69424,03 2181 0127,bam;pab
store-lego-mono-brand-store-brickem-jalan-tun-jugah,LEGO® Mono Brand Store Brickem (Jalan Tun Jugah),,official,,Asia,Malaysia,Kuching,"Jalan Tun Jugah, Kuching, Sarawak, Malaysia",1.50664,110.34936,,
store-lego-mono-brand-store-brickem-vivacity-megamall,LEGO® Mono Brand Store Brickem (Vivacity Megamall),,official,,Asia,Malaysia,Kuching,,1.55976,110.3454,,
store-lego-store-the-spring-kuching,LEGO® Store The Spring Kuching,,official,,Asia,Malaysia,Kuching,"G24 & G25, Ground Floor, The Spring Kuching, No. 304, Persiaran, Kuching, Sarawak 93300, Malaysia",1.55976,110.3454,+608-2239749,bam;pab
store-lego-store-aeon-mall-bandaraya-melaka,LEGO® Store AEON Mall Bandaraya Melaka,,official,,Asia,Malaysia,Malacca,"Lot S01, 2nd Floor, AEON Mall Bandaraya Melaka, No. 2, Jalan Lagenda, Melaka 75400, Malaysia",2.32937,102.2881,+606-2899257,bam;pab
store-lego-store-penang-airport-pen,LEGO Store Penang Airport-PEN,,official,,Asia,Malaysia,Penang,"Penang International Airport, Jalan Lapangan Terbang Bayan Lepas, Domestic, Bayan Lepas, Penang 11900, Malaysia",5.4065,100.25591,,
store-lego-mono-brand-store-mighty-utan,LEGO® Mono Brand Store Mighty Utan,,official,,Asia,Malaysia,Petaling Jaya,"31G, Jalan PJU 5/20, Petaling Jaya, Selangor, Malaysia",3.1539,101.59433,,
store-lego-store-1utama,LEGO® Store 1Utama,,official,,Asia,Malaysia,Petaling Jaya,"Lot S227, Second Floor, 1 Utama Shopping Centre, Lebuh Bandar Utama, Bandar Utama City Centre, Bandar Utama, 47800 Petaling Jaya, Selangor, Kuala Lumpur 47800, Malaysia",3.09888,101.64542,+603-7733 7980,bam;pab
store-lego-store-sunway-pyramid,LEGO® Store Sunway Pyramid,,official,,Asia,Malaysia,Petaling Jaya,"LG2.137 Sunway Pyramid Shopping Mall , No.3, Jalan PJS 11/15, Bandar Sunway, Petaling Jaya , Selangor Darul Ehsan, Kuala Lumpur 46150, Malaysia",3.09888,101.64542,03 5611 2429,bam;pab
store-lego-store-the-curve-damansara,LEGO® Store The Curve Damansara,,official,,Asia,Malaysia,Petaling Jaya,"1F-168, 6, Jalan PJU 7/3, Mutiara Damansara, 47800 Petaling Jaya, Selangor, Petaling Jaya, Selangor, Kuala Lumpur 47800, Malaysia",3.09888,101.64542,(03) 7732 8029,bam;pab
store-lego-store-ioi-city-mall-putrajaya,LEGO® Store IOI City Mall Putrajaya,,official,,Asia,Malaysia,Putrajaya,"L2-46, Level 2, IOI City Mall Lebuh IRC, IOI Resort City, PutraJaya, Kuala Lumpur 62502, Malaysia",2.91797,101.68408,(03) 8938 9541,bam;pab
store-lego-mono-brand-store-bricks-smart-mitsui-outlet-park-klia,LEGO® Mono Brand Store Bricks Smart (Mitsui Outlet Park KLIA),,official,,Asia,Malaysia,Sepang,,2.80086,101.7094,,
store-lego-mono-brand-store-brickstown-creation-plazo,LEGO® Mono Brand Store Brickstown Creation (Plazo),,official,,Asia,Malaysia,Seremban,"73-G, Jalan Pusat Komersial Saujana 3, S2 Heights, Seremban, Negeri Sembilan 70300, Malaysia",2.70812,101.88753,,
store-lego-store-setia-city-mall-shah-alam,LEGO® Store Setia City Mall Shah Alam,,official,,Asia,Malaysia,Shah Alam,"L1-18 & 19A, Level 1, Setia City Mall , Pesiaran Setia Dagang, Setia Alam, Shah Alam, Selangor, Kuala Lumpur 40170, Malaysia",3.07394,101.51853,(03) 3362 4762,bam;pab
store-lego-store-empire-shopping-gallery-subang-nu-empire,LEGO® Store Empire Shopping Gallery Subang/NU Empire,,official,,Asia,Malaysia,Subang Jaya,"F27, 1st Floor, Empire Shopping Gallery, Jalan SS16/1, Subang Jaya, Selangor, Kuala Lumpur 47500, Malaysia",3.05149,101.58233,(03) 5612 5127,bam;pab
store-lego-store-altaria,LEGO® Store Altaria,,official,,North America,Mexico,Aguascalientes,"Blvd. a Zacatecas 849, Trojes de Alonso, Aguascalientes, Ags., Aguascalientes 20116, Mexico",21.88049,-102.29672,,bam;pab
store-lego-store-la-isla-cancun,LEGO® Store La Isla Cancun,,official,,North America,Mexico,Cancún,"Boulevard Kukulkán Mz. 52 Lote 18-06 La Isla 2 - Zona Hotelera, Cancún 77500, Mexico",21.15275,-86.84258,,bam;pab
store-lego-store-fashion-mall-chihuahua,LEGO® Store Fashion Mall Chihuahua,,official,,North America,Mexico,Chihuahua,"Perif. de la Juventud 3501-Local L-72, L-73, Plaza del Sol, Chihuahua, Chih., Chihuahua 31207, Mexico",28.63687,-106.07675,,bam;pab
store-lego-store-averanda,LEGO® Store Averanda,,official,,North America,Mexico,Cuernavaca,"Mexico-Acapulco Km 73.573, Flore Magón, Cuernavaca, Mor., Cuernavaca 62370, Mexico",18.92183,-99.23423,,bam;pab
store-lego-store-la-ceiba,LEGO® Store La Ceiba,,official,,North America,Mexico,Culiacán,"Blvd. Pedro Infante #3000. Desarrollo Urbano 3 Ríos, Culiacán 80100, Mexico",24.7979,-107.39339,,bam;pab
store-lego-store-las-americas-ecatepec,LEGO® Store Las Américas Ecatepec,,official,,North America,Mexico,Ecatepec,"Centro Comercial Las Americas Ecatepec, Av. Central S/N, Fraccionamiento Las Americas, Ecatepec de Morelos, Estado de México, Ecatepec 55076, Mexico",19.59941,-99.04873,,bam;pab
store-lego-store-andares,LEGO® Store Andares,,official,,North America,Mexico,Guadalajara,"Blvrd Puerta de Hierro 4965, Puerta de Hierro, Guadalajara 44100, Mexico",20.72112,-103.39137,,bam;pab
store-lego-store-galerias-guadalajara,LEGO® Store Galerias Guadalajara,,official,,North America,Mexico,Guadalajara,"Avenida Rafael Sanzio No. 150, Zapopan 45030, Mexico",20.67204,-103.3384,,bam;pab
store-lego-store-midtown,LEGO® Store Midtown,,official,,North America,Mexico,Guadalajara,"Avenida Adolfo Lopez Mateos Norte No. 2405 Colonia Italia Providencia, Guadalajara 44648, Mexico",20.67204,-103.3384,,bam;pab
store-lego-store-altacia,LEGO® Store Altacia,,official,,North America,Mexico,León,"Blvd. Aeropuerto No.104 Centro Comercial Altacia, León 37530, Mexico",21.12196,-101.68298,,bam;pab
store-lego-store-galerias-merida,LEGO® Store Galerías Mérida,,official,,North America,Mexico,Mérida,"Calle 3 300, Zona Industrial, Colonia Revolución, Mérida 97110, Mexico",20.96708,-89.62374,,bam;pab
store-lego-store-metepec-town-square,LEGO® Store Metepec Town Square,,official,,North America,Mexico,Metepec,"Av. Ignacio Comonfort 1100, Metepec 52177, Mexico",19.25227,-99.60548,,bam;pab
store-lego-store-paseo-acoxpa,LEGO Store Paseo Acoxpa,,official,,North America,Mexico,Mexico City,"Paseo Acoxpa, Ciudad de México, Mexico",19.29922,-99.13717,,
store-lego-store-mitikah,LEGO® Store Mitikah,,official,,North America,Mexico,Mexico City,"Cto Interior Avenida Río Churubusco 601, Mexico City 03330, Mexico",19.43263,-99.13318,,bam;pab
store-lego-store-parque-lindavista,LEGO® Store Parque Lindavista,,official,,North America,Mexico,Mexico City,"Colector 13 280, Magdalena de las Salinas, Gustavo A. Madero, Mexico City 07760, Mexico",19.43263,-99.13318,,bam;pab
store-lego-store-parque-tepeyac,LEGO® Store Parque Tepeyac,,official,,North America,Mexico,Mexico City,"Eduardo Molina 6730, Granjas Modernas, Gustavo A. Madero, Mexico City 07460, Mexico",19.43263,-99.13318,,bam;pab
store-lego-store-perisur,LEGO® Store Perisur,,official,,North America,Mexico,Mexico City,"Anillo Perif. Blvd. Adolfo López Mateos 4690 Colonia Jardines del Pedregal de San Angel, Ciudad de México 04500, Mexico",19.43263,-99.13318,,bam;pab
store-lego-store-santa-fe,LEGO® Store Santa Fe,,official,,North America,Mexico,Mexico City,"Avenida Vasco de Quiroga 3800 Colonia Santa Fe Cuajimalpa, Ciudad de México 05109, Mexico",19.43263,-99.13318,,bam;pab
store-lego-store-fashion-drive-monterry,LEGO® Store Fashion Drive Monterry,,official,,North America,Mexico,Monterrey,"Fashion Drive, San Pedro Garza García (Monterrey), Mexico",25.6802,-100.31526,,bam;pab
store-lego-store-galerias-monterrey,LEGO® Store Galerías Monterrey,,official,,North America,Mexico,Monterrey,"Av Insurgentes 2500, Vista Hermosa Monterrey, N.L., Mexico, Monterrey 64620, Mexico",25.6802,-100.31526,,bam;pab
store-lego-store-punto-valle,LEGO® Store Punto Valle,,official,,North America,Mexico,Monterrey,"Rio Missouri 555, Monterrey 66220, Mexico",25.66518,-100.40183,,bam;pab
store-lego-store-plaza-satelite,LEGO® Store Plaza Satélite,,official,,North America,Mexico,Naucalpan,"Cto Centro Comercial 2251, Cd. Satélite, 53100 Naucalpan de Juárez, Méx., Mexico City 53100, Mexico",19.47884,-99.2328,,bam;pab
store-lego-store-galerias-pachuca,LEGO® Store Galerias Pachuca,,official,,North America,Mexico,Pachuca,"Camino Real de La Plata 102 Zona Plateada, Pachuca 42083, Mexico",20.11654,-98.74135,,bam;pab
store-lego-store-angelopolis,LEGO® Store Angelópolis,,official,,North America,Mexico,Puebla,"Blvrd del Niño Poblano 2510, Puebla 72197, Mexico",19.04372,-98.19815,,bam;pab
store-lego-store-antea,LEGO® Store Antea,,official,,North America,Mexico,Querétaro,"C.C. Antea, Loc. SA-03C, Carretera Querétaro-San Luis Potosí 12401. Col. El Salitre, Querétaro 76127, Mexico",20.5923,-100.39174,,bam;pab
store-lego-store-galerias-queretaro,LEGO® Store Galerias Queretaro,,official,,North America,Mexico,Querétaro,"Av. 5 de Febrero 99, Querétaro 76175, Mexico",20.5923,-100.39174,,bam;pab
store-lego-store-galerias-saltillo,LEGO® Store Galerías Saltillo,,official,,North America,Mexico,Saltillo,"Blvrd. Nazario Ortiz Garza 2345, Tanque de Peña, Saltillo, Coah, Saltillo 25279, Mexico",25.42304,-100.99275,,bam;pab
store-lego-store-the-park-slp,LEGO® Store The Park SLP,,official,,North America,Mexico,San Luis Potosí,"Boulevard Antonio Rocha Cordero número 157, Fraccionamiento Desarrollo del Pedregal, San Luis Potosí, San Luis Potosí, San Luis Potosí 78124, Mexico",22.15165,-100.9764,,bam;pab
store-lego-store-peninsula-tijuana,LEGO® Store Península Tijuana,,official,,North America,Mexico,Tijuana,"Vía Rápida Ote. 15000-Local SA-08, Tijuana 22110, Mexico",32.53174,-117.01953,,bam;pab
store-lego-store-andamar-veracruz,LEGO® Store Andamar Veracruz,,official,,North America,Mexico,Veracruz,"Bv. Adolfo Ruíz Cortines 4300, Mocambo, Veracruz, Ver., Veracruz 94298, Mexico",19.20034,-96.13836,,bam;pab
store-lego-store-amsterdam,LEGO® Store Amsterdam,,official,,Europe,Netherlands,Amsterdam,"Kalverstraat 57, Amsterdam 1012 NZ, Netherlands",52.37308,4.89245,+31 207930620,bam;minifigure_factory;mosaic_maker;pab
store-lego-store-mall-of-the-netherlands,LEGO® Store Mall of the Netherlands,,official,,Europe,Netherlands,Leidschendam,"Berkenhove 2, Leidschendam 2262 AK, Netherlands",52.08617,4.39468,+31 707013850,bam;pab
store-lego-store-rotterdam,LEGO Store Rotterdam,,official,,Europe,Netherlands,Rotterdam,"Beurstraverse 103-107, Koopgoot, Rotterdam 3012 AT, Netherlands",51.92444,4.47775,+31 102590021,bam;pab
store-legoland-discovery-centre-scheveningen,LEGOLAND Discovery Centre Scheveningen,,official,,Europe,Netherlands,Scheveningen,,52.10674,4.27369,,
store-lego-store-the-hague,LEGO® Store The Hague,,official,,Europe,Netherlands,The Hague,"Spuistraat 10, Den Haag 2511 BD, Netherlands",52.07998,4.31135,+31 707013866,bam;pab
store-lego-store-utrecht,LEGO® Store Utrecht,,official,,Europe,Netherlands,Utrecht,"Hoog Catharijne Mall, Hoog Catharijnepassage 7, Utrecht 3511 WP, Netherlands",52.0907,5.12156,+31 30 899 3546,bam;pab
store-lego-store-auckland,LEGO® Store Auckland,,official,,Oceania,New Zealand,Auckland,,-36.85209,174.76318,,bam;pab
store-lego-store-newmarket,LEGO® Store Newmarket,,official,,Oceania,New Zealand,Auckland,"Shop 302, Level 3, Westfield Newmarket, 277/309 Broadway, Newmarket, Auckland 1023, New Zealand",-36.85209,174.76318,(09) 884 9389,bam;pab
store-lego-store-sylvia-park,LEGO® Store Sylvia Park,,official,,Oceania,New Zealand,Auckland,"286 Mount Wellington Highway, Level 1, Shop SHS238, Sylvia Park Shopping Centre, Mount Wellington, Auckland 1060, New Zealand",-36.85209,174.76318,+64 4886 2362,bam;pab
